hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14
2687,2015,4,22,23,0.000000,0.000000,0.324080,0.000000,0.000000,0.972240,0.243060,0.000000,0.000000,0.000000,0.000000,0.648160,0.000000,0.000000
2688,2015,4,22,24,0.000000,0.000000,0.487160,0.000000,0.000000,1.461480,0.365370,0.000000,0.000000,0.000000,0.000000,0.974320,0.000000,0.000000
2689,2015,4,23,1,0.000000,0.000000,1.639920,0.000000,0.000000,4.919760,1.229940,0.000000,0.000000,0.000000,0.000000,3.279840,0.000000,0.000000
2690,2015,4,23,2,0.000000,0.000000,2.066120,0.000000,0.000000,6.198360,1.549590,0.000000,0.000000,0.000000,0.000000,4.132240,0.000000,0.000000
2691,2015,4,23,3,0.000000,0.000000,2.370080,0.000000,0.000000,7.110240,1.777560,0.000000,0.000000,0.000000,0.000000,4.740160,0.000000,0.000000
2692,2015,4,23,4,0.000000,0.000000,2.745120,0.000000,0.000000,8.235360,2.058840,0.000000,0.000000,0.000000,0.000000,5.490240,0.000000,0.000000
2693,2015,4,23,5,0.000000,0.000000,3.105360,0.000000,0.000000,9.316080,2.329020,0.000000,0.000000,0.000000,0.000000,6.210720,0.000000,0.000000
2694,2015,4,23,6,0.000000,0.000000,2.979600,0.000000,0.000000,8.938800,2.234700,0.000000,0.000000,0.000000,0.000000,5.959200,0.000000,0.000000
2695,2015,4,23,7,0.000000,0.000000,0.914880,0.000000,0.000000,2.744640,0.686160,0.000000,0.000000,0.000000,0.000000,1.829760,0.000000,0.000000
2696,2015,4,23,8,0.000000,0.000000,1.714600,0.000000,0.000000,5.143800,1.285950,0.000000,0.000000,0.000000,0.000000,3.429200,0.000000,0.000000
2697,2015,4,23,9,0.000000,0.000000,3.416120,0.000000,0.000000,10.248360,2.562090,0.000000,0.000000,0.000000,0.000000,6.832240,0.000000,0.000000
2698,2015,4,23,10,0.000000,0.000000,3.135680,0.000000,0.000000,9.407040,2.351760,0.000000,0.000000,0.000000,0.000000,6.271360,0.000000,0.000000
2699,2015,4,23,11,0.000000,0.000000,2.808160,0.000000,0.000000,8.424480,2.106120,0.000000,0.000000,0.000000,0.000000,5.616320,0.000000,0.000000
2700,2015,4,23,12,0.000000,0.000000,2.688960,0.000000,0.000000,8.066880,2.016720,0.000000,0.000000,0.000000,0.000000,5.377920,0.000000,0.000000
2701,2015,4,23,13,0.000000,0.000000,2.188080,0.000000,0.000000,6.564240,1.641060,0.000000,0.000000,0.000000,0.000000,4.376160,0.000000,0.000000
2702,2015,4,23,14,0.000000,0.000000,3.625560,0.000000,0.000000,10.876680,2.719170,0.000000,0.000000,0.000000,0.000000,7.251120,0.000000,0.000000
2703,2015,4,23,15,0.000000,0.000000,4.924680,0.000000,0.000000,14.774040,3.693510,0.000000,0.000000,0.000000,0.000000,9.849360,0.000000,0.000000
2704,2015,4,23,16,0.000000,0.000000,6.408240,0.000000,0.000000,19.224720,4.806180,0.000000,0.000000,0.000000,0.000000,12.816480,0.000000,0.000000
2705,2015,4,23,17,0.000000,0.000000,6.955720,0.000000,0.000000,20.867160,5.216790,0.000000,0.000000,0.000000,0.000000,13.911440,0.000000,0.000000
2706,2015,4,23,18,0.000000,0.000000,7.595400,0.000000,0.000000,22.786200,5.696550,0.000000,0.000000,0.000000,0.000000,15.190800,0.000000,0.000000
2707,2015,4,23,19,0.000000,0.000000,8.469000,0.000000,0.000000,25.407000,6.351750,0.000000,0.000000,0.000000,0.000000,16.938000,0.000000,0.000000
2708,2015,4,23,20,0.000000,0.000000,9.645240,0.000000,0.000000,28.935720,7.233930,0.000000,0.000000,0.000000,0.000000,19.290480,0.000000,0.000000
2709,2015,4,23,21,0.000000,0.000000,10.492520,0.000000,0.000000,31.477560,7.869390,0.000000,0.000000,0.000000,0.000000,20.985040,0.000000,0.000000
2710,2015,4,23,22,0.000000,0.000000,4.208000,0.000000,0.000000,12.624000,3.156000,0.000000,0.000000,0.000000,0.000000,8.416000,0.000000,0.000000
2711,2015,4,23,23,0.000000,0.000000,8.114760,0.000000,0.000000,24.344280,6.086070,0.000000,0.000000,0.000000,0.000000,16.229520,0.000000,0.000000
2712,2015,4,23,24,0.000000,0.000000,17.238920,0.000000,0.000000,51.716760,12.929190,0.000000,0.000000,0.000000,0.000000,34.477840,0.000000,0.000000
2713,2015,4,24,1,0.000000,0.000000,23.390280,0.000000,0.000000,70.170840,17.542710,0.000000,0.000000,0.000000,0.000000,46.780560,0.000000,0.000000
2714,2015,4,24,2,0.000000,0.000000,22.863600,0.000000,0.000000,68.590800,17.147700,0.000000,0.000000,0.000000,0.000000,45.727200,0.000000,0.000000
2715,2015,4,24,3,0.000000,0.000000,23.113040,0.000000,0.000000,69.339120,17.334780,0.000000,0.000000,0.000000,0.000000,46.226080,0.000000,0.000000
2716,2015,4,24,4,0.000000,0.000000,23.182680,0.000000,0.000000,69.548040,17.387010,0.000000,0.000000,0.000000,0.000000,46.365360,0.000000,0.000000
2717,2015,4,24,5,0.000000,0.000000,24.424160,0.000000,0.000000,73.272480,18.318120,0.000000,0.000000,0.000000,0.000000,48.848320,0.000000,0.000000
2718,2015,4,24,6,0.000000,0.000000,24.013680,0.000000,0.000000,72.041040,18.010260,0.000000,0.000000,0.000000,0.000000,48.027360,0.000000,0.000000
2719,2015,4,24,7,0.000000,0.000000,16.455280,0.000000,0.000000,49.365840,12.341460,0.000000,0.000000,0.000000,0.000000,32.910560,0.000000,0.000000
2720,2015,4,24,8,0.000000,0.000000,19.756640,0.000000,0.000000,59.269920,14.817480,0.000000,0.000000,0.000000,0.000000,39.513280,0.000000,0.000000
2721,2015,4,24,9,0.000000,0.000000,25.500800,0.000000,0.000000,76.502400,19.125600,0.000000,0.000000,0.000000,0.000000,51.001600,0.000000,0.000000
2722,2015,4,24,10,0.000000,0.000000,28.897760,0.000000,0.000000,86.693280,21.673320,0.000000,0.000000,0.000000,0.000000,57.795520,0.000000,0.000000
2723,2015,4,24,11,0.000000,0.000000,31.949520,0.000000,0.000000,95.848560,23.962140,0.000000,0.000000,0.000000,0.000000,63.899040,0.000000,0.000000
2724,2015,4,24,12,0.000000,0.000000,33.058840,0.000000,0.000000,99.176520,24.794130,0.000000,0.000000,0.000000,0.000000,66.117680,0.000000,0.000000
2725,2015,4,24,13,0.000000,0.000000,31.885920,0.000000,0.000000,95.657760,23.914440,0.000000,0.000000,0.000000,0.000000,63.771840,0.000000,0.000000
2726,2015,4,24,14,0.000000,0.000000,31.278440,0.000000,0.000000,93.835320,23.458830,0.000000,0.000000,0.000000,0.000000,62.556880,0.000000,0.000000
2727,2015,4,24,15,0.000000,0.000000,29.965600,0.000000,0.000000,89.896800,22.474200,0.000000,0.000000,0.000000,0.000000,59.931200,0.000000,0.000000
2728,2015,4,24,16,0.000000,0.000000,28.942120,0.000000,0.000000,86.826360,21.706590,0.000000,0.000000,0.000000,0.000000,57.884240,0.000000,0.000000
2729,2015,4,24,17,0.000000,0.000000,28.279600,0.000000,0.000000,84.838800,21.209700,0.000000,0.000000,0.000000,0.000000,56.559200,0.000000,0.000000
2730,2015,4,24,18,0.000000,0.000000,29.460880,0.000000,0.000000,88.382640,22.095660,0.000000,0.000000,0.000000,0.000000,58.921760,0.000000,0.000000
2731,2015,4,24,19,0.000000,0.000000,30.345520,0.000000,0.000000,91.036560,22.759140,0.000000,0.000000,0.000000,0.000000,60.691040,0.000000,0.000000
2732,2015,4,24,20,0.000000,0.000000,32.817520,0.000000,0.000000,98.452560,24.613140,0.000000,0.000000,0.000000,0.000000,65.635040,0.000000,0.000000
2733,2015,4,24,21,0.000000,0.000000,34.303080,0.000000,0.000000,102.909240,25.727310,0.000000,0.000000,0.000000,0.000000,68.606160,0.000000,0.000000
2734,2015,4,24,22,0.000000,0.000000,35.776480,0.000000,0.000000,107.329440,26.832360,0.000000,0.000000,0.000000,0.000000,71.552960,0.000000,0.000000
2735,2015,4,24,23,0.000000,0.000000,36.635040,0.000000,0.000000,109.905120,27.476280,0.000000,0.000000,0.000000,0.000000,73.270080,0.000000,0.000000
2736,2015,4,24,24,0.000000,0.000000,37.841880,0.000000,0.000000,113.525640,28.381410,0.000000,0.000000,0.000000,0.000000,75.683760,0.000000,0.000000
2737,2015,4,25,1,0.000000,0.000000,38.548120,0.000000,0.000000,115.644360,28.911090,0.000000,0.000000,0.000000,0.000000,77.096240,0.000000,0.000000
2738,2015,4,25,2,0.000000,0.000000,38.269360,0.000000,0.000000,114.808080,28.702020,0.000000,0.000000,0.000000,0.000000,76.538720,0.000000,0.000000
2739,2015,4,25,3,0.000000,0.000000,38.084000,0.000000,0.000000,114.252000,28.563000,0.000000,0.000000,0.000000,0.000000,76.168000,0.000000,0.000000
2740,2015,4,25,4,0.000000,0.000000,38.264120,0.000000,0.000000,114.792360,28.698090,0.000000,0.000000,0.000000,0.000000,76.528240,0.000000,0.000000
2741,2015,4,25,5,0.000000,0.000000,38.424120,0.000000,0.000000,115.272360,28.818090,0.000000,0.000000,0.000000,0.000000,76.848240,0.000000,0.000000
2742,2015,4,25,6,0.000000,0.000000,37.232680,0.000000,0.000000,111.698040,27.924510,0.000000,0.000000,0.000000,0.000000,74.465360,0.000000,0.000000
2743,2015,4,25,7,0.000000,0.000000,33.412080,0.000000,0.000000,100.236240,25.059060,0.000000,0.000000,0.000000,0.000000,66.824160,0.000000,0.000000
2744,2015,4,25,8,0.000000,0.000000,31.372320,0.000000,0.000000,94.116960,23.529240,0.000000,0.000000,0.000000,0.000000,62.744640,0.000000,0.000000
2745,2015,4,25,9,0.000000,0.000000,29.284040,0.000000,0.000000,87.852120,21.963030,0.000000,0.000000,0.000000,0.000000,58.568080,0.000000,0.000000
2746,2015,4,25,10,0.000000,0.000000,27.525240,0.000000,0.000000,82.575720,20.643930,0.000000,0.000000,0.000000,0.000000,55.050480,0.000000,0.000000
2747,2015,4,25,11,0.000000,0.000000,24.299560,0.000000,0.000000,72.898680,18.224670,0.000000,0.000000,0.000000,0.000000,48.599120,0.000000,0.000000
2748,2015,4,25,12,0.000000,0.000000,20.976320,0.000000,0.000000,62.928960,15.732240,0.000000,0.000000,0.000000,0.000000,41.952640,0.000000,0.000000
2749,2015,4,25,13,0.000000,0.000000,23.152320,0.000000,0.000000,69.456960,17.364240,0.000000,0.000000,0.000000,0.000000,46.304640,0.000000,0.000000
2750,2015,4,25,14,0.000000,0.000000,29.843440,0.000000,0.000000,89.530320,22.382580,0.000000,0.000000,0.000000,0.000000,59.686880,0.000000,0.000000
2751,2015,4,25,15,0.000000,0.000000,30.996240,0.000000,0.000000,92.988720,23.247180,0.000000,0.000000,0.000000,0.000000,61.992480,0.000000,0.000000
2752,2015,4,25,16,0.000000,0.000000,31.369400,0.000000,0.000000,94.108200,23.527050,0.000000,0.000000,0.000000,0.000000,62.738800,0.000000,0.000000
2753,2015,4,25,17,0.000000,0.000000,31.561400,0.000000,0.000000,94.684200,23.671050,0.000000,0.000000,0.000000,0.000000,63.122800,0.000000,0.000000
2754,2015,4,25,18,0.000000,0.000000,32.099880,0.000000,0.000000,96.299640,24.074910,0.000000,0.000000,0.000000,0.000000,64.199760,0.000000,0.000000
2755,2015,4,25,19,0.000000,0.000000,29.346880,0.000000,0.000000,88.040640,22.010160,0.000000,0.000000,0.000000,0.000000,58.693760,0.000000,0.000000
2756,2015,4,25,20,0.000000,0.000000,25.906040,0.000000,0.000000,77.718120,19.429530,0.000000,0.000000,0.000000,0.000000,51.812080,0.000000,0.000000
2757,2015,4,25,21,0.000000,0.000000,23.375080,0.000000,0.000000,70.125240,17.531310,0.000000,0.000000,0.000000,0.000000,46.750160,0.000000,0.000000
2758,2015,4,25,22,0.000000,0.000000,15.642800,0.000000,0.000000,46.928400,11.732100,0.000000,0.000000,0.000000,0.000000,31.285600,0.000000,0.000000
2759,2015,4,25,23,0.000000,0.000000,14.150360,0.000000,0.000000,42.451080,10.612770,0.000000,0.000000,0.000000,0.000000,28.300720,0.000000,0.000000
2760,2015,4,25,24,0.000000,0.000000,18.390040,0.000000,0.000000,55.170120,13.792530,0.000000,0.000000,0.000000,0.000000,36.780080,0.000000,0.000000
2761,2015,4,26,1,0.000000,0.000000,20.486600,0.000000,0.000000,61.459800,15.364950,0.000000,0.000000,0.000000,0.000000,40.973200,0.000000,0.000000
2762,2015,4,26,2,0.000000,0.000000,18.704880,0.000000,0.000000,56.114640,14.028660,0.000000,0.000000,0.000000,0.000000,37.409760,0.000000,0.000000
2763,2015,4,26,3,0.000000,0.000000,17.532960,0.000000,0.000000,52.598880,13.149720,0.000000,0.000000,0.000000,0.000000,35.065920,0.000000,0.000000
2764,2015,4,26,4,0.000000,0.000000,16.406680,0.000000,0.000000,49.220040,12.305010,0.000000,0.000000,0.000000,0.000000,32.813360,0.000000,0.000000
2765,2015,4,26,5,0.000000,0.000000,15.916600,0.000000,0.000000,47.749800,11.937450,0.000000,0.000000,0.000000,0.000000,31.833200,0.000000,0.000000
2766,2015,4,26,6,0.000000,0.000000,13.070000,0.000000,0.000000,39.210000,9.802500,0.000000,0.000000,0.000000,0.000000,26.140000,0.000000,0.000000
2767,2015,4,26,7,0.000000,0.000000,6.507160,0.000000,0.000000,19.521480,4.880370,0.000000,0.000000,0.000000,0.000000,13.014320,0.000000,0.000000
2768,2015,4,26,8,0.000000,0.000000,8.096840,0.000000,0.000000,24.290520,6.072630,0.000000,0.000000,0.000000,0.000000,16.193680,0.000000,0.000000
2769,2015,4,26,9,0.000000,0.000000,8.269680,0.000000,0.000000,24.809040,6.202260,0.000000,0.000000,0.000000,0.000000,16.539360,0.000000,0.000000
2770,2015,4,26,10,0.000000,0.000000,7.277040,0.000000,0.000000,21.831120,5.457780,0.000000,0.000000,0.000000,0.000000,14.554080,0.000000,0.000000
2771,2015,4,26,11,0.000000,0.000000,3.231800,0.000000,0.000000,9.695400,2.423850,0.000000,0.000000,0.000000,0.000000,6.463600,0.000000,0.000000
2772,2015,4,26,12,0.000000,0.000000,1.839040,0.000000,0.000000,5.517120,1.379280,0.000000,0.000000,0.000000,0.000000,3.678080,0.000000,0.000000
2773,2015,4,26,13,0.000000,0.000000,2.213880,0.000000,0.000000,6.641640,1.660410,0.000000,0.000000,0.000000,0.000000,4.427760,0.000000,0.000000
2774,2015,4,26,14,0.000000,0.000000,3.762200,0.000000,0.000000,11.286600,2.821650,0.000000,0.000000,0.000000,0.000000,7.524400,0.000000,0.000000
2775,2015,4,26,15,0.000000,0.000000,5.251680,0.000000,0.000000,15.755040,3.938760,0.000000,0.000000,0.000000,0.000000,10.503360,0.000000,0.000000
2776,2015,4,26,16,0.000000,0.000000,4.823240,0.000000,0.000000,14.469720,3.617430,0.000000,0.000000,0.000000,0.000000,9.646480,0.000000,0.000000
2777,2015,4,26,17,0.000000,0.000000,4.781240,0.000000,0.000000,14.343720,3.585930,0.000000,0.000000,0.000000,0.000000,9.562480,0.000000,0.000000
2778,2015,4,26,18,0.000000,0.000000,3.984280,0.000000,0.000000,11.952840,2.988210,0.000000,0.000000,0.000000,0.000000,7.968560,0.000000,0.000000
2779,2015,4,26,19,0.000000,0.000000,3.604160,0.000000,0.000000,10.812480,2.703120,0.000000,0.000000,0.000000,0.000000,7.208320,0.000000,0.000000
2780,2015,4,26,20,0.000000,0.000000,2.651360,0.000000,0.000000,7.954080,1.988520,0.000000,0.000000,0.000000,0.000000,5.302720,0.000000,0.000000
2781,2015,4,26,21,0.000000,0.000000,2.460040,0.000000,0.000000,7.380120,1.845030,0.000000,0.000000,0.000000,0.000000,4.920080,0.000000,0.000000
2782,2015,4,26,22,0.000000,0.000000,0.962920,0.000000,0.000000,2.888760,0.722190,0.000000,0.000000,0.000000,0.000000,1.925840,0.000000,0.000000
2783,2015,4,26,23,0.000000,0.000000,0.719640,0.000000,0.000000,2.158920,0.539730,0.000000,0.000000,0.000000,0.000000,1.439280,0.000000,0.000000
2784,2015,4,26,24,0.000000,0.000000,0.500000,0.000000,0.000000,1.500000,0.375000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
2785,2015,4,27,1,0.000000,0.000000,0.359280,0.000000,0.000000,1.077840,0.269460,0.000000,0.000000,0.000000,0.000000,0.718560,0.000000,0.000000
2786,2015,4,27,2,0.000000,0.000000,0.159960,0.000000,0.000000,0.479880,0.119970,0.000000,0.000000,0.000000,0.000000,0.319920,0.000000,0.000000
2787,2015,4,27,3,0.000000,0.000000,0.391920,0.000000,0.000000,1.175760,0.293940,0.000000,0.000000,0.000000,0.000000,0.783840,0.000000,0.000000
2788,2015,4,27,4,0.000000,0.000000,0.662240,0.000000,0.000000,1.986720,0.496680,0.000000,0.000000,0.000000,0.000000,1.324480,0.000000,0.000000
2789,2015,4,27,5,0.000000,0.000000,0.800200,0.000000,0.000000,2.400600,0.600150,0.000000,0.000000,0.000000,0.000000,1.600400,0.000000,0.000000
2790,2015,4,27,6,0.000000,0.000000,0.943400,0.000000,0.000000,2.830200,0.707550,0.000000,0.000000,0.000000,0.000000,1.886800,0.000000,0.000000
2791,2015,4,27,7,0.000000,0.000000,0.747520,0.000000,0.000000,2.242560,0.560640,0.000000,0.000000,0.000000,0.000000,1.495040,0.000000,0.000000
2792,2015,4,27,8,0.000000,0.000000,2.838040,0.000000,0.000000,8.514120,2.128530,0.000000,0.000000,0.000000,0.000000,5.676080,0.000000,0.000000
2793,2015,4,27,9,0.000000,0.000000,3.184440,0.000000,0.000000,9.553320,2.388330,0.000000,0.000000,0.000000,0.000000,6.368880,0.000000,0.000000
2794,2015,4,27,10,0.000000,0.000000,2.631720,0.000000,0.000000,7.895160,1.973790,0.000000,0.000000,0.000000,0.000000,5.263440,0.000000,0.000000
2795,2015,4,27,11,0.000000,0.000000,2.027640,0.000000,0.000000,6.082920,1.520730,0.000000,0.000000,0.000000,0.000000,4.055280,0.000000,0.000000
2796,2015,4,27,12,0.000000,0.000000,3.022240,0.000000,0.000000,9.066720,2.266680,0.000000,0.000000,0.000000,0.000000,6.044480,0.000000,0.000000
2797,2015,4,27,13,0.000000,0.000000,5.422640,0.000000,0.000000,16.267920,4.066980,0.000000,0.000000,0.000000,0.000000,10.845280,0.000000,0.000000
2798,2015,4,27,14,0.000000,0.000000,6.689400,0.000000,0.000000,20.068200,5.017050,0.000000,0.000000,0.000000,0.000000,13.378800,0.000000,0.000000
2799,2015,4,27,15,0.000000,0.000000,9.643720,0.000000,0.000000,28.931160,7.232790,0.000000,0.000000,0.000000,0.000000,19.287440,0.000000,0.000000
2800,2015,4,27,16,0.000000,0.000000,13.992040,0.000000,0.000000,41.976120,10.494030,0.000000,0.000000,0.000000,0.000000,27.984080,0.000000,0.000000
2801,2015,4,27,17,0.000000,0.000000,17.990120,0.000000,0.000000,53.970360,13.492590,0.000000,0.000000,0.000000,0.000000,35.980240,0.000000,0.000000
2802,2015,4,27,18,0.000000,0.000000,20.517520,0.000000,0.000000,61.552560,15.388140,0.000000,0.000000,0.000000,0.000000,41.035040,0.000000,0.000000
2803,2015,4,27,19,0.000000,0.000000,24.956600,0.000000,0.000000,74.869800,18.717450,0.000000,0.000000,0.000000,0.000000,49.913200,0.000000,0.000000
2804,2015,4,27,20,0.000000,0.000000,25.303760,0.000000,0.000000,75.911280,18.977820,0.000000,0.000000,0.000000,0.000000,50.607520,0.000000,0.000000
2805,2015,4,27,21,0.000000,0.000000,24.931800,0.000000,0.000000,74.795400,18.698850,0.000000,0.000000,0.000000,0.000000,49.863600,0.000000,0.000000
2806,2015,4,27,22,0.000000,0.000000,21.539080,0.000000,0.000000,64.617240,16.154310,0.000000,0.000000,0.000000,0.000000,43.078160,0.000000,0.000000
2807,2015,4,27,23,0.000000,0.000000,20.017280,0.000000,0.000000,60.051840,15.012960,0.000000,0.000000,0.000000,0.000000,40.034560,0.000000,0.000000
2808,2015,4,27,24,0.000000,0.000000,21.229000,0.000000,0.000000,63.687000,15.921750,0.000000,0.000000,0.000000,0.000000,42.458000,0.000000,0.000000
2809,2015,4,28,1,0.000000,0.000000,29.478400,0.000000,0.000000,88.435200,22.108800,0.000000,0.000000,0.000000,0.000000,58.956800,0.000000,0.000000
2810,2015,4,28,2,0.000000,0.000000,31.305520,0.000000,0.000000,93.916560,23.479140,0.000000,0.000000,0.000000,0.000000,62.611040,0.000000,0.000000
2811,2015,4,28,3,0.000000,0.000000,32.315400,0.000000,0.000000,96.946200,24.236550,0.000000,0.000000,0.000000,0.000000,64.630800,0.000000,0.000000
2812,2015,4,28,4,0.000000,0.000000,33.685480,0.000000,0.000000,101.056440,25.264110,0.000000,0.000000,0.000000,0.000000,67.370960,0.000000,0.000000
2813,2015,4,28,5,0.000000,0.000000,34.829560,0.000000,0.000000,104.488680,26.122170,0.000000,0.000000,0.000000,0.000000,69.659120,0.000000,0.000000
2814,2015,4,28,6,0.000000,0.000000,33.999320,0.000000,0.000000,101.997960,25.499490,0.000000,0.000000,0.000000,0.000000,67.998640,0.000000,0.000000
2815,2015,4,28,7,0.000000,0.000000,25.000840,0.000000,0.000000,75.002520,18.750630,0.000000,0.000000,0.000000,0.000000,50.001680,0.000000,0.000000
2816,2015,4,28,8,0.000000,0.000000,24.908600,0.000000,0.000000,74.725800,18.681450,0.000000,0.000000,0.000000,0.000000,49.817200,0.000000,0.000000
2817,2015,4,28,9,0.000000,0.000000,29.727480,0.000000,0.000000,89.182440,22.295610,0.000000,0.000000,0.000000,0.000000,59.454960,0.000000,0.000000
2818,2015,4,28,10,0.000000,0.000000,29.159360,0.000000,0.000000,87.478080,21.869520,0.000000,0.000000,0.000000,0.000000,58.318720,0.000000,0.000000
2819,2015,4,28,11,0.000000,0.000000,23.802360,0.000000,0.000000,71.407080,17.851770,0.000000,0.000000,0.000000,0.000000,47.604720,0.000000,0.000000
2820,2015,4,28,12,0.000000,0.000000,18.441280,0.000000,0.000000,55.323840,13.830960,0.000000,0.000000,0.000000,0.000000,36.882560,0.000000,0.000000
2821,2015,4,28,13,0.000000,0.000000,15.357840,0.000000,0.000000,46.073520,11.518380,0.000000,0.000000,0.000000,0.000000,30.715680,0.000000,0.000000
2822,2015,4,28,14,0.000000,0.000000,12.380160,0.000000,0.000000,37.140480,9.285120,0.000000,0.000000,0.000000,0.000000,24.760320,0.000000,0.000000
2823,2015,4,28,15,0.000000,0.000000,9.559720,0.000000,0.000000,28.679160,7.169790,0.000000,0.000000,0.000000,0.000000,19.119440,0.000000,0.000000
2824,2015,4,28,16,0.000000,0.000000,10.030200,0.000000,0.000000,30.090600,7.522650,0.000000,0.000000,0.000000,0.000000,20.060400,0.000000,0.000000
2825,2015,4,28,17,0.000000,0.000000,11.494640,0.000000,0.000000,34.483920,8.620980,0.000000,0.000000,0.000000,0.000000,22.989280,0.000000,0.000000
2826,2015,4,28,18,0.000000,0.000000,13.857880,0.000000,0.000000,41.573640,10.393410,0.000000,0.000000,0.000000,0.000000,27.715760,0.000000,0.000000
2827,2015,4,28,19,0.000000,0.000000,16.120360,0.000000,0.000000,48.361080,12.090270,0.000000,0.000000,0.000000,0.000000,32.240720,0.000000,0.000000
2828,2015,4,28,20,0.000000,0.000000,19.348640,0.000000,0.000000,58.045920,14.511480,0.000000,0.000000,0.000000,0.000000,38.697280,0.000000,0.000000
2829,2015,4,28,21,0.000000,0.000000,20.137560,0.000000,0.000000,60.412680,15.103170,0.000000,0.000000,0.000000,0.000000,40.275120,0.000000,0.000000
2830,2015,4,28,22,0.000000,0.000000,16.911160,0.000000,0.000000,50.733480,12.683370,0.000000,0.000000,0.000000,0.000000,33.822320,0.000000,0.000000
2831,2015,4,28,23,0.000000,0.000000,17.623280,0.000000,0.000000,52.869840,13.217460,0.000000,0.000000,0.000000,0.000000,35.246560,0.000000,0.000000
2832,2015,4,28,24,0.000000,0.000000,25.013200,0.000000,0.000000,75.039600,18.759900,0.000000,0.000000,0.000000,0.000000,50.026400,0.000000,0.000000
2833,2015,4,29,1,0.000000,0.000000,27.989880,0.000000,0.000000,83.969640,20.992410,0.000000,0.000000,0.000000,0.000000,55.979760,0.000000,0.000000
2834,2015,4,29,2,0.000000,0.000000,31.184240,0.000000,0.000000,93.552720,23.388180,0.000000,0.000000,0.000000,0.000000,62.368480,0.000000,0.000000
2835,2015,4,29,3,0.000000,0.000000,33.199000,0.000000,0.000000,99.597000,24.899250,0.000000,0.000000,0.000000,0.000000,66.398000,0.000000,0.000000
2836,2015,4,29,4,0.000000,0.000000,34.778400,0.000000,0.000000,104.335200,26.083800,0.000000,0.000000,0.000000,0.000000,69.556800,0.000000,0.000000
2837,2015,4,29,5,0.000000,0.000000,35.756800,0.000000,0.000000,107.270400,26.817600,0.000000,0.000000,0.000000,0.000000,71.513600,0.000000,0.000000
2838,2015,4,29,6,0.000000,0.000000,35.718760,0.000000,0.000000,107.156280,26.789070,0.000000,0.000000,0.000000,0.000000,71.437520,0.000000,0.000000
2839,2015,4,29,7,0.000000,0.000000,33.373480,0.000000,0.000000,100.120440,25.030110,0.000000,0.000000,0.000000,0.000000,66.746960,0.000000,0.000000
2840,2015,4,29,8,0.000000,0.000000,36.118480,0.000000,0.000000,108.355440,27.088860,0.000000,0.000000,0.000000,0.000000,72.236960,0.000000,0.000000
2841,2015,4,29,9,0.000000,0.000000,37.664400,0.000000,0.000000,112.993200,28.248300,0.000000,0.000000,0.000000,0.000000,75.328800,0.000000,0.000000
2842,2015,4,29,10,0.000000,0.000000,37.921720,0.000000,0.000000,113.765160,28.441290,0.000000,0.000000,0.000000,0.000000,75.843440,0.000000,0.000000
2843,2015,4,29,11,0.000000,0.000000,37.352640,0.000000,0.000000,112.057920,28.014480,0.000000,0.000000,0.000000,0.000000,74.705280,0.000000,0.000000
2844,2015,4,29,12,0.000000,0.000000,37.133400,0.000000,0.000000,111.400200,27.850050,0.000000,0.000000,0.000000,0.000000,74.266800,0.000000,0.000000
2845,2015,4,29,13,0.000000,0.000000,36.944360,0.000000,0.000000,110.833080,27.708270,0.000000,0.000000,0.000000,0.000000,73.888720,0.000000,0.000000
2846,2015,4,29,14,0.000000,0.000000,37.062200,0.000000,0.000000,111.186600,27.796650,0.000000,0.000000,0.000000,0.000000,74.124400,0.000000,0.000000
2847,2015,4,29,15,0.000000,0.000000,37.297320,0.000000,0.000000,111.891960,27.972990,0.000000,0.000000,0.000000,0.000000,74.594640,0.000000,0.000000
2848,2015,4,29,16,0.000000,0.000000,37.507600,0.000000,0.000000,112.522800,28.130700,0.000000,0.000000,0.000000,0.000000,75.015200,0.000000,0.000000
2849,2015,4,29,17,0.000000,0.000000,36.590480,0.000000,0.000000,109.771440,27.442860,0.000000,0.000000,0.000000,0.000000,73.180960,0.000000,0.000000
2850,2015,4,29,18,0.000000,0.000000,36.303200,0.000000,0.000000,108.909600,27.227400,0.000000,0.000000,0.000000,0.000000,72.606400,0.000000,0.000000
2851,2015,4,29,19,0.000000,0.000000,35.710720,0.000000,0.000000,107.132160,26.783040,0.000000,0.000000,0.000000,0.000000,71.421440,0.000000,0.000000
2852,2015,4,29,20,0.000000,0.000000,36.436600,0.000000,0.000000,109.309800,27.327450,0.000000,0.000000,0.000000,0.000000,72.873200,0.000000,0.000000
2853,2015,4,29,21,0.000000,0.000000,37.619440,0.000000,0.000000,112.858320,28.214580,0.000000,0.000000,0.000000,0.000000,75.238880,0.000000,0.000000
2854,2015,4,29,22,0.000000,0.000000,37.781080,0.000000,0.000000,113.343240,28.335810,0.000000,0.000000,0.000000,0.000000,75.562160,0.000000,0.000000
2855,2015,4,29,23,0.000000,0.000000,35.665480,0.000000,0.000000,106.996440,26.749110,0.000000,0.000000,0.000000,0.000000,71.330960,0.000000,0.000000
