hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6
2558,2015,4,17,14,0.000000,0.000000,0.000000,127.791650,127.791650,170.388866
2559,2015,4,17,15,0.000000,0.000000,0.000000,125.977187,125.977187,167.969582
2560,2015,4,17,16,0.000000,0.000000,0.000000,124.100365,124.100365,165.467153
2561,2015,4,17,17,0.000000,0.000000,0.000000,121.399280,121.399280,161.865706
2562,2015,4,17,18,0.000000,0.000000,0.000000,122.845502,122.845502,163.794003
2563,2015,4,17,19,0.000000,0.000000,0.000000,130.740229,130.740229,174.320305
2564,2015,4,17,20,0.000000,0.000000,0.000000,124.388260,124.388260,165.851013
2565,2015,4,17,21,0.000000,0.000000,0.000000,116.818001,116.818001,155.757334
2566,2015,4,17,22,0.000000,0.000000,0.000000,107.481828,107.481828,143.309104
2567,2015,4,17,23,0.000000,0.000000,0.000000,100.561734,100.561734,134.082312
2568,2015,4,17,24,0.000000,0.000000,0.000000,102.030532,102.030532,136.040710
2569,2015,4,18,1,0.000000,0.000000,0.000000,94.141205,94.141205,125.521606
2570,2015,4,18,2,0.000000,0.000000,0.000000,95.155347,95.155347,126.873796
2571,2015,4,18,3,0.000000,0.000000,0.000000,89.538210,89.538210,119.384280
2572,2015,4,18,4,0.000000,0.000000,0.000000,86.779486,86.779486,115.705982
2573,2015,4,18,5,0.000000,0.000000,0.000000,85.348836,85.348836,113.798448
2574,2015,4,18,6,0.000000,0.000000,0.000000,85.863379,85.863379,114.484506
2575,2015,4,18,7,0.000000,0.000000,0.000000,89.495921,89.495921,119.327895
2576,2015,4,18,8,0.000000,0.000000,0.000000,92.512798,92.512798,123.350397
2577,2015,4,18,9,0.000000,0.000000,0.000000,98.327896,98.327896,131.103861
2578,2015,4,18,10,0.000000,0.000000,0.000000,101.688777,101.688777,135.585036
2579,2015,4,18,11,0.000000,0.000000,0.000000,101.730790,101.730790,135.641053
2580,2015,4,18,12,0.000000,0.000000,0.000000,102.023887,102.023887,136.031849
2581,2015,4,18,13,0.000000,0.000000,0.000000,100.688839,100.688839,134.251785
2582,2015,4,18,14,0.000000,0.000000,0.000000,98.686401,98.686401,131.581869
2583,2015,4,18,15,0.000000,0.000000,0.000000,97.705284,97.705284,130.273712
2584,2015,4,18,16,0.000000,0.000000,0.000000,97.413907,97.413907,129.885210
2585,2015,4,18,17,0.000000,0.000000,0.000000,99.429664,99.429664,132.572885
2586,2015,4,18,18,0.000000,0.000000,0.000000,104.632365,104.632365,139.509820
2587,2015,4,18,19,0.000000,0.000000,0.000000,112.707310,112.707310,150.276413
2588,2015,4,18,20,0.000000,0.000000,0.000000,107.899164,107.899164,143.865552
2589,2015,4,18,21,0.000000,0.000000,0.000000,101.274525,101.274525,135.032700
2590,2015,4,18,22,0.000000,0.000000,0.000000,97.234625,97.234625,129.646167
2591,2015,4,18,23,0.000000,0.000000,0.000000,93.947889,93.947889,125.263852
2592,2015,4,18,24,0.000000,0.000000,0.000000,94.767852,94.767852,126.357136
2593,2015,4,19,1,0.000000,0.000000,0.000000,89.303569,89.303569,119.071426
2594,2015,4,19,2,0.000000,0.000000,0.000000,90.827808,90.827808,121.103744
2595,2015,4,19,3,0.000000,0.000000,0.000000,85.992153,85.992153,114.656204
2596,2015,4,19,4,0.000000,0.000000,0.000000,82.219724,82.219724,109.626298
2597,2015,4,19,5,0.000000,0.000000,0.000000,80.372987,80.372987,107.163982
2598,2015,4,19,6,0.000000,0.000000,0.000000,81.973869,81.973869,109.298492
2599,2015,4,19,7,0.000000,0.000000,0.000000,84.353625,84.353625,112.471500
2600,2015,4,19,8,0.000000,0.000000,0.000000,85.913710,85.913710,114.551613
2601,2015,4,19,9,0.000000,0.000000,0.000000,89.942040,89.942040,119.922720
2602,2015,4,19,10,0.000000,0.000000,0.000000,91.787429,91.787429,122.383238
2603,2015,4,19,11,0.000000,0.000000,0.000000,92.663421,92.663421,123.551228
2604,2015,4,19,12,0.000000,0.000000,0.000000,92.435786,92.435786,123.247715
2605,2015,4,19,13,0.000000,0.000000,0.000000,92.321053,92.321053,123.094737
2606,2015,4,19,14,0.000000,0.000000,0.000000,92.216930,92.216930,122.955906
2607,2015,4,19,15,0.000000,0.000000,0.000000,92.868140,92.868140,123.824187
2608,2015,4,19,16,0.000000,0.000000,0.000000,95.380540,95.380540,127.174054
2609,2015,4,19,17,0.000000,0.000000,0.000000,98.400781,98.400781,131.201041
2610,2015,4,19,18,0.000000,0.000000,0.000000,105.000050,105.000050,140.000066
2611,2015,4,19,19,0.000000,0.000000,0.000000,115.031314,115.031314,153.375086
2612,2015,4,19,20,0.000000,0.000000,0.000000,110.885974,110.885974,147.847966
2613,2015,4,19,21,0.000000,0.000000,0.000000,105.973101,105.973101,141.297468
2614,2015,4,19,22,0.000000,0.000000,0.000000,99.269459,99.269459,132.359279
2615,2015,4,19,23,0.000000,0.000000,0.000000,94.888920,94.888920,126.518560
2616,2015,4,19,24,0.000000,0.000000,0.000000,94.908281,94.908281,126.544375
2617,2015,4,20,1,0.000000,0.000000,0.000000,90.624191,90.624191,120.832255
2618,2015,4,20,2,0.000000,0.000000,0.000000,93.627576,93.627576,124.836768
2619,2015,4,20,3,0.000000,0.000000,0.000000,90.039811,90.039811,120.053081
2620,2015,4,20,4,0.000000,0.000000,0.000000,87.676550,87.676550,116.902067
2621,2015,4,20,5,0.000000,0.000000,0.000000,86.800442,86.800442,115.733923
2622,2015,4,20,6,0.000000,0.000000,0.000000,89.831569,89.831569,119.775425
2623,2015,4,20,7,0.000000,0.000000,0.000000,98.412026,98.412026,131.216035
2624,2015,4,20,8,0.000000,0.000000,0.000000,113.927463,113.927463,151.903285
2625,2015,4,20,9,0.000000,0.000000,0.000000,121.927100,121.927100,162.569467
2626,2015,4,20,10,0.000000,0.000000,0.000000,128.434304,128.434304,171.245738
2627,2015,4,20,11,0.000000,0.000000,0.000000,133.773063,133.773063,178.364084
2628,2015,4,20,12,0.000000,0.000000,0.000000,139.615166,139.615166,186.153555
2629,2015,4,20,13,0.000000,0.000000,0.000000,140.464157,140.464157,187.285543
2630,2015,4,20,14,0.000000,0.000000,0.000000,140.132206,140.132206,186.842942
2631,2015,4,20,15,0.000000,0.000000,0.000000,141.088028,141.088028,188.117370
2632,2015,4,20,16,0.000000,0.000000,0.000000,137.534860,137.534860,183.379813
2633,2015,4,20,17,0.000000,0.000000,0.000000,139.407446,139.407446,185.876595
2634,2015,4,20,18,0.000000,0.000000,0.000000,141.402588,141.402588,188.536783
2635,2015,4,20,19,0.000000,0.000000,0.000000,145.494683,145.494683,193.992910
2636,2015,4,20,20,0.000000,0.000000,0.000000,132.497886,132.497886,176.663848
2637,2015,4,20,21,0.000000,0.000000,0.000000,121.454749,121.454749,161.939666
2638,2015,4,20,22,0.000000,0.000000,0.000000,111.346129,111.346129,148.461505
2639,2015,4,20,23,0.000000,0.000000,0.000000,102.737482,102.737482,136.983309
2640,2015,4,20,24,0.000000,0.000000,0.000000,102.381621,102.381621,136.508827
2641,2015,4,21,1,0.000000,0.000000,0.000000,94.255056,94.255056,125.673408
2642,2015,4,21,2,0.000000,0.000000,0.000000,96.399779,96.399779,128.533038
2643,2015,4,21,3,0.000000,0.000000,0.000000,90.962173,90.962173,121.282898
2644,2015,4,21,4,0.000000,0.000000,0.000000,89.041144,89.041144,118.721525
2645,2015,4,21,5,0.000000,0.000000,0.000000,88.660638,88.660638,118.214184
2646,2015,4,21,6,0.000000,0.000000,0.000000,90.675982,90.675982,120.901309
2647,2015,4,21,7,0.000000,0.000000,0.000000,101.418313,101.418313,135.224417
2648,2015,4,21,8,0.000000,0.000000,0.000000,116.576146,116.576146,155.434861
2649,2015,4,21,9,0.000000,0.000000,0.000000,127.154769,127.154769,169.539691
2650,2015,4,21,10,0.000000,0.000000,0.000000,138.561143,138.561143,184.748191
2651,2015,4,21,11,0.000000,0.000000,0.000000,142.507273,142.507273,190.009697
2652,2015,4,21,12,0.000000,0.000000,0.000000,148.284327,148.284327,197.712436
2653,2015,4,21,13,0.000000,0.000000,0.000000,149.177909,149.177909,198.903879
2654,2015,4,21,14,0.000000,0.000000,0.000000,152.629403,152.629403,203.505870
2655,2015,4,21,15,0.000000,0.000000,0.000000,153.567278,153.567278,204.756371
2656,2015,4,21,16,0.000000,0.000000,0.000000,150.319307,150.319307,200.425743
2657,2015,4,21,17,0.000000,0.000000,0.000000,146.826694,146.826694,195.768925
2658,2015,4,21,18,0.000000,0.000000,0.000000,147.151659,147.151659,196.202212
2659,2015,4,21,19,0.000000,0.000000,0.000000,149.387840,149.387840,199.183787
2660,2015,4,21,20,0.000000,0.000000,0.000000,136.617693,136.617693,182.156924
2661,2015,4,21,21,0.000000,0.000000,0.000000,124.774047,124.774047,166.365396
2662,2015,4,21,22,0.000000,0.000000,0.000000,116.356735,116.356735,155.142313
2663,2015,4,21,23,0.000000,0.000000,0.000000,106.658956,106.658956,142.211941
2664,2015,4,21,24,0.000000,0.000000,0.000000,107.592263,107.592263,143.456350
2665,2015,4,22,1,0.000000,0.000000,0.000000,97.428248,97.428248,129.904331
2666,2015,4,22,2,0.000000,0.000000,0.000000,99.343039,99.343039,132.457386
2667,2015,4,22,3,0.000000,0.000000,0.000000,93.774480,93.774480,125.032639
2668,2015,4,22,4,0.000000,0.000000,0.000000,91.291461,91.291461,121.721947
2669,2015,4,22,5,0.000000,0.000000,0.000000,90.661837,90.661837,120.882449
2670,2015,4,22,6,0.000000,0.000000,0.000000,92.379291,92.379291,123.172388
2671,2015,4,22,7,0.000000,0.000000,0.000000,103.456015,103.456015,137.941353
2672,2015,4,22,8,0.000000,0.000000,0.000000,119.093087,119.093087,158.790783
2673,2015,4,22,9,0.000000,0.000000,0.000000,127.265322,127.265322,169.687096
2674,2015,4,22,10,0.000000,0.000000,0.000000,133.032150,133.032150,177.376200
2675,2015,4,22,11,0.000000,0.000000,0.000000,134.828468,134.828468,179.771290
2676,2015,4,22,12,0.000000,0.000000,0.000000,138.324388,138.324388,184.432517
2677,2015,4,22,13,0.000000,0.000000,0.000000,136.516732,136.516732,182.022309
2678,2015,4,22,14,0.000000,0.000000,0.000000,135.036469,135.036469,180.048625
2679,2015,4,22,15,0.000000,0.000000,0.000000,135.274682,135.274682,180.366243
2680,2015,4,22,16,0.000000,0.000000,0.000000,140.549411,140.549411,187.399214
2681,2015,4,22,17,0.000000,0.000000,0.000000,140.326346,140.326346,187.101794
2682,2015,4,22,18,0.000000,0.000000,0.000000,140.654957,140.654957,187.539943
2683,2015,4,22,19,0.000000,0.000000,0.000000,147.672007,147.672007,196.896009
2684,2015,4,22,20,0.000000,0.000000,0.000000,133.695304,133.695304,178.260405
2685,2015,4,22,21,0.000000,0.000000,0.000000,121.827418,121.827418,162.436558
2686,2015,4,22,22,0.000000,0.000000,0.000000,112.262780,112.262780,149.683707
2687,2015,4,22,23,0.000000,0.000000,0.000000,104.599397,104.599397,139.465863
2688,2015,4,22,24,0.000000,0.000000,0.000000,105.518357,105.518357,140.691143
2689,2015,4,23,1,0.000000,0.000000,0.000000,97.213689,97.213689,129.618252
2690,2015,4,23,2,0.000000,0.000000,0.000000,98.177572,98.177572,130.903429
2691,2015,4,23,3,0.000000,0.000000,0.000000,91.901502,91.901502,122.535337
2692,2015,4,23,4,0.000000,0.000000,0.000000,88.663898,88.663898,118.218531
2693,2015,4,23,5,0.000000,0.000000,0.000000,88.557210,88.557210,118.076280
2694,2015,4,23,6,0.000000,0.000000,0.000000,92.212710,92.212710,122.950279
2695,2015,4,23,7,0.000000,0.000000,0.000000,103.790750,103.790750,138.387666
2696,2015,4,23,8,0.000000,0.000000,0.000000,118.340472,118.340472,157.787296
2697,2015,4,23,9,0.000000,0.000000,0.000000,126.377969,126.377969,168.503959
2698,2015,4,23,10,0.000000,0.000000,0.000000,134.673287,134.673287,179.564383
2699,2015,4,23,11,0.000000,0.000000,0.000000,140.034927,140.034927,186.713237
2700,2015,4,23,12,0.000000,0.000000,0.000000,144.455817,144.455817,192.607756
2701,2015,4,23,13,0.000000,0.000000,0.000000,141.048894,141.048894,188.065193
2702,2015,4,23,14,0.000000,0.000000,0.000000,134.203999,134.203999,178.938665
2703,2015,4,23,15,0.000000,0.000000,0.000000,141.503300,141.503300,188.671067
2704,2015,4,23,16,0.000000,0.000000,0.000000,139.046974,139.046974,185.395966
2705,2015,4,23,17,0.000000,0.000000,0.000000,141.674693,141.674693,188.899591
2706,2015,4,23,18,0.000000,0.000000,0.000000,146.723545,146.723545,195.631394
2707,2015,4,23,19,0.000000,0.000000,0.000000,151.797771,151.797771,202.397027
2708,2015,4,23,20,0.000000,0.000000,0.000000,141.130713,141.130713,188.174283
2709,2015,4,23,21,0.000000,0.000000,0.000000,126.730369,126.730369,168.973825
2710,2015,4,23,22,0.000000,0.000000,0.000000,114.967541,114.967541,153.290054
2711,2015,4,23,23,0.000000,0.000000,0.000000,104.914669,104.914669,139.886225
2712,2015,4,23,24,0.000000,0.000000,0.000000,103.990813,103.990813,138.654418
2713,2015,4,24,1,0.000000,0.000000,0.000000,94.705382,94.705382,126.273843
2714,2015,4,24,2,0.000000,0.000000,0.000000,96.611633,96.611633,128.815511
2715,2015,4,24,3,0.000000,0.000000,0.000000,90.763811,90.763811,121.018414
2716,2015,4,24,4,0.000000,0.000000,0.000000,87.436964,87.436964,116.582618
2717,2015,4,24,5,0.000000,0.000000,0.000000,86.601161,86.601161,115.468215
2718,2015,4,24,6,0.000000,0.000000,0.000000,89.814131,89.814131,119.752175
2719,2015,4,24,7,0.000000,0.000000,0.000000,99.337764,99.337764,132.450352
2720,2015,4,24,8,0.000000,0.000000,0.000000,115.534186,115.534186,154.045582
2721,2015,4,24,9,0.000000,0.000000,0.000000,123.753130,123.753130,165.004173
2722,2015,4,24,10,0.000000,0.000000,0.000000,130.442210,130.442210,173.922946
2723,2015,4,24,11,0.000000,0.000000,0.000000,135.214063,135.214063,180.285417
2724,2015,4,24,12,0.000000,0.000000,0.000000,136.281480,136.281480,181.708640
2725,2015,4,24,13,0.000000,0.000000,0.000000,134.864615,134.864615,179.819486
2726,2015,4,24,14,0.000000,0.000000,0.000000,129.475388,129.475388,172.633851
2727,2015,4,24,15,0.000000,0.000000,0.000000,127.158299,127.158299,169.544398
2728,2015,4,24,16,0.000000,0.000000,0.000000,123.796480,123.796480,165.061974
2729,2015,4,24,17,0.000000,0.000000,0.000000,123.416804,123.416804,164.555739
2730,2015,4,24,18,0.000000,0.000000,0.000000,129.246602,129.246602,172.328803
2731,2015,4,24,19,0.000000,0.000000,0.000000,130.387784,130.387784,173.850379
2732,2015,4,24,20,0.000000,0.000000,0.000000,121.023932,121.023932,161.365243
2733,2015,4,24,21,0.000000,0.000000,0.000000,115.178501,115.178501,153.571335
2734,2015,4,24,22,0.000000,0.000000,0.000000,106.923662,106.923662,142.564883
2735,2015,4,24,23,0.000000,0.000000,0.000000,100.987422,100.987422,134.649896
2736,2015,4,24,24,0.000000,0.000000,0.000000,102.785801,102.785801,137.047734
2737,2015,4,25,1,0.000000,0.000000,0.000000,95.321554,95.321554,127.095405
2738,2015,4,25,2,0.000000,0.000000,0.000000,96.577522,96.577522,128.770029
2739,2015,4,25,3,0.000000,0.000000,0.000000,90.923942,90.923942,121.231922
2740,2015,4,25,4,0.000000,0.000000,0.000000,88.025597,88.025597,117.367462
2741,2015,4,25,5,0.000000,0.000000,0.000000,86.656487,86.656487,115.541983
2742,2015,4,25,6,0.000000,0.000000,0.000000,87.149404,87.149404,116.199206
2743,2015,4,25,7,0.000000,0.000000,0.000000,88.352369,88.352369,117.803159
2744,2015,4,25,8,0.000000,0.000000,0.000000,90.837718,90.837718,121.116957
2745,2015,4,25,9,0.000000,0.000000,0.000000,95.893761,95.893761,127.858348
2746,2015,4,25,10,0.000000,0.000000,0.000000,98.302590,98.302590,131.070120
2747,2015,4,25,11,0.000000,0.000000,0.000000,97.702164,97.702164,130.269552
2748,2015,4,25,12,0.000000,0.000000,0.000000,95.314013,95.314013,127.085350
2749,2015,4,25,13,0.000000,0.000000,0.000000,93.298392,93.298392,124.397857
2750,2015,4,25,14,0.000000,0.000000,0.000000,92.798335,92.798335,123.731114
2751,2015,4,25,15,0.000000,0.000000,0.000000,91.359173,91.359173,121.812231
2752,2015,4,25,16,0.000000,0.000000,0.000000,90.938825,90.938825,121.251767
2753,2015,4,25,17,0.000000,0.000000,0.000000,94.942073,94.942073,126.589430
2754,2015,4,25,18,0.000000,0.000000,0.000000,103.656266,103.656266,138.208355
2755,2015,4,25,19,0.000000,0.000000,0.000000,111.522260,111.522260,148.696347
2756,2015,4,25,20,0.000000,0.000000,0.000000,107.969337,107.969337,143.959116
2757,2015,4,25,21,0.000000,0.000000,0.000000,102.767007,102.767007,137.022677
2758,2015,4,25,22,0.000000,0.000000,0.000000,99.431433,99.431433,132.575244
2759,2015,4,25,23,0.000000,0.000000,0.000000,98.336717,98.336717,131.115623
2760,2015,4,25,24,0.000000,0.000000,0.000000,100.510166,100.510166,134.013555
2761,2015,4,26,1,0.000000,0.000000,0.000000,96.918011,96.918011,129.224014
2762,2015,4,26,2,0.000000,0.000000,0.000000,99.209773,99.209773,132.279698
2763,2015,4,26,3,0.000000,0.000000,0.000000,93.567797,93.567797,124.757063
2764,2015,4,26,4,0.000000,0.000000,0.000000,91.922606,91.922606,122.563475
2765,2015,4,26,5,0.000000,0.000000,0.000000,90.895594,90.895594,121.194126
2766,2015,4,26,6,0.000000,0.000000,0.000000,90.907826,90.907826,121.210434
2767,2015,4,26,7,0.000000,0.000000,0.000000,92.352549,92.352549,123.136733
2768,2015,4,26,8,0.000000,0.000000,0.000000,93.508019,93.508019,124.677359
2769,2015,4,26,9,0.000000,0.000000,0.000000,97.830490,97.830490,130.440653
2770,2015,4,26,10,0.000000,0.000000,0.000000,98.394560,98.394560,131.192746
2771,2015,4,26,11,0.000000,0.000000,0.000000,96.172370,96.172370,128.229826
2772,2015,4,26,12,0.000000,0.000000,0.000000,95.428631,95.428631,127.238175
2773,2015,4,26,13,0.000000,0.000000,0.000000,94.516316,94.516316,126.021755
2774,2015,4,26,14,0.000000,0.000000,0.000000,93.826883,93.826883,125.102511
2775,2015,4,26,15,0.000000,0.000000,0.000000,93.096016,93.096016,124.128022
2776,2015,4,26,16,0.000000,0.000000,0.000000,93.428225,93.428225,124.570967
2777,2015,4,26,17,0.000000,0.000000,0.000000,96.175718,96.175718,128.234291
2778,2015,4,26,18,0.000000,0.000000,0.000000,103.410378,103.410378,137.880504
2779,2015,4,26,19,0.000000,0.000000,0.000000,116.807609,116.807609,155.743478
2780,2015,4,26,20,0.000000,0.000000,0.000000,115.430220,115.430220,153.906961
2781,2015,4,26,21,0.000000,0.000000,0.000000,111.535429,111.535429,148.713905
2782,2015,4,26,22,0.000000,0.000000,0.000000,107.653061,107.653061,143.537415
2783,2015,4,26,23,0.000000,0.000000,0.000000,105.019231,105.019231,140.025641
2784,2015,4,26,24,0.000000,0.000000,0.000000,106.098745,106.098745,141.464993
2785,2015,4,27,1,0.000000,0.000000,0.000000,100.371356,100.371356,133.828475
2786,2015,4,27,2,0.000000,0.000000,0.000000,102.664695,102.664695,136.886260
2787,2015,4,27,3,0.000000,0.000000,0.000000,97.422636,97.422636,129.896848
2788,2015,4,27,4,0.000000,0.000000,0.000000,94.209734,94.209734,125.612979
2789,2015,4,27,5,0.000000,0.000000,0.000000,93.672620,93.672620,124.896826
2790,2015,4,27,6,0.000000,0.000000,0.000000,93.409730,93.409730,124.546306
2791,2015,4,27,7,0.000000,0.000000,0.000000,94.560103,94.560103,126.080138
2792,2015,4,27,8,0.000000,0.000000,0.000000,95.070348,95.070348,126.760464
2793,2015,4,27,9,0.000000,0.000000,0.000000,98.202834,98.202834,130.937112
2794,2015,4,27,10,0.000000,0.000000,0.000000,98.699189,98.699189,131.598918
2795,2015,4,27,11,0.000000,0.000000,0.000000,97.362421,97.362421,129.816561
2796,2015,4,27,12,0.000000,0.000000,0.000000,95.749751,95.749751,127.666335
2797,2015,4,27,13,0.000000,0.000000,0.000000,92.972427,92.972427,123.963236
2798,2015,4,27,14,0.000000,0.000000,0.000000,90.436674,90.436674,120.582232
2799,2015,4,27,15,0.000000,0.000000,0.000000,89.136618,89.136618,118.848824
2800,2015,4,27,16,0.000000,0.000000,0.000000,90.202662,90.202662,120.270216
2801,2015,4,27,17,0.000000,0.000000,0.000000,94.018209,94.018209,125.357612
2802,2015,4,27,18,0.000000,0.000000,0.000000,107.166508,107.166508,142.888677
2803,2015,4,27,19,0.000000,0.000000,0.000000,119.349344,119.349344,159.132459
2804,2015,4,27,20,0.000000,0.000000,0.000000,113.969243,113.969243,151.958990
2805,2015,4,27,21,0.000000,0.000000,0.000000,106.319698,106.319698,141.759598
2806,2015,4,27,22,0.000000,0.000000,0.000000,99.084178,99.084178,132.112237
2807,2015,4,27,23,0.000000,0.000000,0.000000,94.099947,94.099947,125.466597
2808,2015,4,27,24,0.000000,0.000000,0.000000,95.322633,95.322633,127.096844
2809,2015,4,28,1,0.000000,0.000000,0.000000,91.773497,91.773497,122.364663
2810,2015,4,28,2,0.000000,0.000000,0.000000,95.355233,95.355233,127.140310
2811,2015,4,28,3,0.000000,0.000000,0.000000,90.654931,90.654931,120.873242
2812,2015,4,28,4,0.000000,0.000000,0.000000,87.692880,87.692880,116.923840
2813,2015,4,28,5,0.000000,0.000000,0.000000,86.955954,86.955954,115.941272
2814,2015,4,28,6,0.000000,0.000000,0.000000,89.816218,89.816218,119.754958
2815,2015,4,28,7,0.000000,0.000000,0.000000,100.847120,100.847120,134.462827
2816,2015,4,28,8,0.000000,0.000000,0.000000,119.899386,119.899386,159.865848
2817,2015,4,28,9,0.000000,0.000000,0.000000,134.406736,134.406736,179.208982
2818,2015,4,28,10,0.000000,0.000000,0.000000,135.479279,135.479279,180.639038
2819,2015,4,28,11,0.000000,0.000000,0.000000,131.738906,131.738906,175.651875
2820,2015,4,28,12,0.000000,0.000000,0.000000,129.853684,129.853684,173.138245
2821,2015,4,28,13,0.000000,0.000000,0.000000,126.521322,126.521322,168.695097
2822,2015,4,28,14,0.000000,0.000000,0.000000,127.292814,127.292814,169.723752
2823,2015,4,28,15,0.000000,0.000000,0.000000,124.422122,124.422122,165.896163
2824,2015,4,28,16,0.000000,0.000000,0.000000,123.240588,123.240588,164.320783
2825,2015,4,28,17,0.000000,0.000000,0.000000,129.587929,129.587929,172.783905
2826,2015,4,28,18,0.000000,0.000000,0.000000,147.809480,147.809480,197.079307
2827,2015,4,28,19,0.000000,0.000000,0.000000,156.697359,156.697359,208.929812
2828,2015,4,28,20,0.000000,0.000000,0.000000,146.000409,146.000409,194.667212
2829,2015,4,28,21,0.000000,0.000000,0.000000,132.141255,132.141255,176.188340
2830,2015,4,28,22,0.000000,0.000000,0.000000,119.558532,119.558532,159.411376
2831,2015,4,28,23,0.000000,0.000000,0.000000,107.698679,107.698679,143.598238
2832,2015,4,28,24,0.000000,0.000000,0.000000,108.167402,108.167402,144.223203
2833,2015,4,29,1,0.000000,0.000000,0.000000,99.367695,99.367695,132.490260
2834,2015,4,29,2,0.000000,0.000000,0.000000,100.693649,100.693649,134.258199
2835,2015,4,29,3,0.000000,0.000000,0.000000,94.671799,94.671799,126.229066
2836,2015,4,29,4,0.000000,0.000000,0.000000,91.680361,91.680361,122.240481
2837,2015,4,29,5,0.000000,0.000000,0.000000,91.255856,91.255856,121.674475
2838,2015,4,29,6,0.000000,0.000000,0.000000,94.404470,94.404470,125.872627
2839,2015,4,29,7,0.000000,0.000000,0.000000,105.122873,105.122873,140.163830
2840,2015,4,29,8,0.000000,0.000000,0.000000,125.424086,125.424086,167.232114
2841,2015,4,29,9,0.000000,0.000000,0.000000,133.618376,133.618376,178.157835
2842,2015,4,29,10,0.000000,0.000000,0.000000,130.214401,130.214401,173.619201
2843,2015,4,29,11,0.000000,0.000000,0.000000,126.928879,126.928879,169.238506
2844,2015,4,29,12,0.000000,0.000000,0.000000,124.627859,124.627859,166.170479
2845,2015,4,29,13,0.000000,0.000000,0.000000,122.123266,122.123266,162.831021
2846,2015,4,29,14,0.000000,0.000000,0.000000,122.959009,122.959009,163.945345
2847,2015,4,29,15,0.000000,0.000000,0.000000,121.819668,121.819668,162.426223
2848,2015,4,29,16,0.000000,0.000000,0.000000,120.902779,120.902779,161.203705
2849,2015,4,29,17,0.000000,0.000000,0.000000,123.434100,123.434100,164.578800
2850,2015,4,29,18,0.000000,0.000000,0.000000,138.234122,138.234122,184.312163
2851,2015,4,29,19,0.000000,0.000000,0.000000,148.896597,148.896597,198.528796
2852,2015,4,29,20,0.000000,0.000000,0.000000,136.869316,136.869316,182.492422
2853,2015,4,29,21,0.000000,0.000000,0.000000,126.132145,126.132145,168.176193
2854,2015,4,29,22,0.000000,0.000000,0.000000,117.400209,117.400209,156.533613
2855,2015,4,29,23,0.000000,0.000000,0.000000,107.181030,107.181030,142.908040
2856,2015,4,29,24,0.000000,0.000000,0.000000,108.708819,108.708819,144.945093
2857,2015,4,30,1,0.000000,0.000000,0.000000,99.717887,99.717887,132.957183
2858,2015,4,30,2,0.000000,0.000000,0.000000,100.687547,100.687547,134.250063
2859,2015,4,30,3,0.000000,0.000000,0.000000,94.407208,94.407208,125.876277
2860,2015,4,30,4,0.000000,0.000000,0.000000,89.587760,89.587760,119.450347
2861,2015,4,30,5,0.000000,0.000000,0.000000,89.192772,89.192772,118.923696
2862,2015,4,30,6,0.000000,0.000000,0.000000,91.032522,91.032522,121.376696
2863,2015,4,30,7,0.000000,0.000000,0.000000,100.729032,100.729032,134.305376
2864,2015,4,30,8,0.000000,0.000000,0.000000,118.293113,118.293113,157.724151
2865,2015,4,30,9,0.000000,0.000000,0.000000,124.283330,124.283330,165.711107
2866,2015,4,30,10,0.000000,0.000000,0.000000,125.608333,125.608333,167.477777
2867,2015,4,30,11,0.000000,0.000000,0.000000,122.679254,122.679254,163.572338
2868,2015,4,30,12,0.000000,0.000000,0.000000,120.706103,120.706103,160.941470
2869,2015,4,30,13,0.000000,0.000000,0.000000,118.449272,118.449272,157.932363
2870,2015,4,30,14,0.000000,0.000000,0.000000,117.728628,117.728628,156.971504
2871,2015,4,30,15,0.000000,0.000000,0.000000,117.394357,117.394357,156.525809
2872,2015,4,30,16,0.000000,0.000000,0.000000,117.331113,117.331113,156.441484
2873,2015,4,30,17,0.000000,0.000000,0.000000,122.914126,122.914126,163.885501
2874,2015,4,30,18,0.000000,0.000000,0.000000,139.165828,139.165828,185.554437
2875,2015,4,30,19,0.000000,0.000000,0.000000,153.630923,153.630923,204.841230
2876,2015,4,30,20,0.000000,0.000000,0.000000,145.112200,145.112200,193.482934
2877,2015,4,30,21,0.000000,0.000000,0.000000,136.532729,136.532729,182.043638
2878,2015,4,30,22,0.000000,0.000000,0.000000,123.928102,123.928102,165.237469
2879,2015,4,30,23,0.000000,0.000000,0.000000,113.817497,113.817497,151.756663
2880,2015,4,30,24,0.000000,0.000000,0.000000,113.105150,113.105150,150.806867
2881,2015,5,1,1,0.000000,0.000000,0.000000,104.578858,104.578858,139.438477
2882,2015,5,1,2,0.000000,0.000000,0.000000,107.462339,107.462339,143.283119
2883,2015,5,1,3,0.000000,0.000000,0.000000,100.689052,100.689052,134.252069
2884,2015,5,1,4,0.000000,0.000000,0.000000,97.518731,97.518731,130.024974
2885,2015,5,1,5,0.000000,0.000000,0.000000,97.000084,97.000084,129.333446
2886,2015,5,1,6,0.000000,0.000000,0.000000,99.933822,99.933822,133.245095
2887,2015,5,1,7,0.000000,0.000000,0.000000,113.087158,113.087158,150.782877
2888,2015,5,1,8,0.000000,0.000000,0.000000,131.042788,131.042788,174.723717
2889,2015,5,1,9,0.000000,0.000000,0.000000,141.619923,141.619923,188.826564
